ngram,log_odds,count_top,count_bot
open space,1.8203147136035778,4,1
strong rebounder,1.8203147136035778,4,1
amare,1.8203147136035778,4,1
well gets,1.8203147136035778,4,1
court needs,1.8203147136035778,4,1
lacks experience,1.8203147136035778,4,1
plays drawn,1.8203147136035778,4,1
thread,1.8203147136035778,4,1
shows decent,1.8203147136035778,4,1
glue,1.8203147136035778,4,1
big question,1.8203147136035778,4,1
communication,1.8203147136035778,4,1
302,1.8203147136035778,4,1
premium website,1.8203147136035778,4,1
w shoes,1.8203147136035778,4,1
ambidextrous,1.8203147136035778,4,1
10 recruit,1.8203147136035778,4,1
summit measurements,1.8203147136035778,4,1
lockdown defender,1.8203147136035778,4,1
starting point,1.8203147136035778,4,1
lines,1.8203147136035778,4,1
18 9,1.8203147136035778,4,1
shoot ability,1.8203147136035778,4,1
website scouting,1.8203147136035778,4,1
set shot,1.8203147136035778,4,1
long legs,1.8203147136035778,4,1
putback,1.8203147136035778,4,1
hooprospects,1.8203147136035778,4,1
teams well,1.8203147136035778,4,1
blooming,1.8203147136035778,4,1
school class,1.8203147136035778,4,1
outlet passes,1.8203147136035778,4,1
emotion,1.8203147136035778,4,1
usa basketball,1.8203147136035778,4,1
transition game,1.8203147136035778,4,1
outlet,1.8203147136035778,4,1
2018 finished,1.8203147136035778,4,1
head fakes,1.8203147136035778,4,1
rarely takes,1.8203147136035778,4,1
virtually,1.8203147136035778,4,1
10 ppg,1.8203147136035778,4,1
needle,1.8203147136035778,4,1
settings,1.8203147136035778,4,1
fell,1.8203147136035778,4,1
good shots,1.8203147136035778,4,1
much time,1.8203147136035778,4,1
held,1.8203147136035778,4,1
measurements hgt,1.8203147136035778,4,1
scout contributor,1.8203147136035778,4,1
apparently,1.8203147136035778,4,1
hedge,1.8203147136035778,4,1
az,1.8203147136035778,4,1
feeds,1.8203147136035778,4,1
played four,1.8203147136035778,4,1
glass hard,1.8203147136035778,4,1
pick notes,1.8203147136035778,4,1
unders,1.8203147136035778,4,1
may need,1.8203147136035778,4,1
inflated,1.8203147136035778,4,1
game excellent,1.8203147136035778,4,1
aran 2,1.8203147136035778,4,1
165,1.8203147136035778,4,1
gain separation,1.8203147136035778,4,1
game situations,1.8203147136035778,4,1
net please,1.8203147136035778,4,1
assert,1.8203147136035778,4,1
pronounced,1.8203147136035778,4,1
overall pick,1.8203147136035778,4,1
refined,1.8203147136035778,4,1
1 09,1.8203147136035778,4,1
96,1.8203147136035778,4,1
titles,1.8203147136035778,4,1
238,1.8203147136035778,4,1
7 16,1.8203147136035778,4,1
1 16,1.8203147136035778,4,1
benefited,1.8203147136035778,4,1
excellent timing,1.8203147136035778,4,1
savvy,1.8203147136035778,4,1
establish position,1.8203147136035778,4,1
smarts,1.8203147136035778,4,1
smoothness,1.8203147136035778,4,1
23 5,1.8203147136035778,4,1
advanced footwork,1.8203147136035778,4,1
wrong,1.8203147136035778,4,1
head coach,1.8203147136035778,4,1
types,1.8203147136035778,4,1
dog,1.8203147136035778,4,1
dropping,1.8203147136035778,4,1
2 rpg,1.8203147136035778,4,1
average first,1.8203147136035778,4,1
22 3,1.8203147136035778,4,1
0 vertical,1.8203147136035778,4,1
star potential,1.8203147136035778,4,1
two dribbles,1.8203147136035778,4,1
always looking,1.8203147136035778,4,1
essential tool,1.8203147136035778,4,1
blowing,1.8203147136035778,4,1
michigan state,1.8203147136035778,4,1
regard,1.8203147136035778,4,1
2022 mcdonald,1.8203147136035778,4,1
either shoulder,1.8203147136035778,4,1
146,1.8203147136035778,4,1
consistent scorer,1.8203147136035778,4,1
service,1.8203147136035778,4,1
solid strength,1.8203147136035778,4,1
05 24,1.8203147136035778,4,1
rim player,1.8203147136035778,4,1
highlight plays,1.8203147136035778,4,1
