ngram,log_odds,count_top,count_bot
spot ups,2.0617421615683025,4,1
bigmen,2.0617421615683025,4,1
18 7,2.0617421615683025,4,1
11 25,2.0617421615683025,4,1
leg strength,2.0617421615683025,4,1
grabbing,2.0617421615683025,4,1
7 barefoot,2.0617421615683025,4,1
waste,2.0617421615683025,4,1
get caught,2.0617421615683025,4,1
21 22,2.0617421615683025,4,1
isolations,2.0617421615683025,4,1
weaknesses lack,2.0617421615683025,4,1
pnr,2.0617421615683025,4,1
diversify,2.0617421615683025,4,1
radar,2.0617421615683025,4,1
exactly,2.0617421615683025,4,1
great first,2.0617421615683025,4,1
medal,2.0617421615683025,4,1
well around,2.0617421615683025,4,1
national player,2.0617421615683025,4,1
switch onto,2.0617421615683025,4,1
9 00,2.0617421615683025,4,1
2010 2011,2.0617421615683025,4,1
squares,2.0617421615683025,4,1
4 position,2.0617421615683025,4,1
member,2.0617421615683025,4,1
correct,2.0617421615683025,4,1
ppg 8,2.0617421615683025,4,1
us,2.0617421615683025,4,1
drastically,2.0617421615683025,4,1
arch,2.0617421615683025,4,1
solid post,2.0617421615683025,4,1
unrefined,2.0617421615683025,4,1
inefficient,2.0617421615683025,4,1
holes,2.0617421615683025,4,1
hunt,2.0617421615683025,4,1
usa u18,2.0617421615683025,4,1
three pointer,2.0617421615683025,4,1
usa,1.9454485491337987,22,6
explosive leaping,1.943563230718011,11,3
syracuse,1.943563230718011,11,3
passing skills,1.943563230718011,11,3
late first,1.877402716278878,14,4
usage rate,1.874749905038037,7,2
hype,1.874749905038037,7,2
compete,1.874749905038037,7,2
usa u19,1.874749905038037,7,2
strengths versatile,1.874749905038037,7,2
solid passer,1.874749905038037,7,2
creating offense,1.874749905038037,7,2
intrigue,1.874749905038037,7,2
chances,1.874749905038037,7,2
cerebral,1.874749905038037,7,2
decision maker,1.836156284868819,17,5
adept,1.836156284868819,17,5
five,1.8086604273262843,30,9
rounder,1.8061732903315182,10,3
must improve,1.8061732903315182,10,3
loves,1.8061732903315182,10,3
aran,1.7980277885256335,43,13
association,1.771955164477422,26,8
2 seasons,1.770549276274835,13,4
minutes per,1.770549276274835,13,4
powerful,1.7487290047977222,16,5
derek,1.71537637389231,25,8
polished,1.6568008733086188,30,10
derek bast,1.6564892713296988,24,8
bast,1.6564892713296988,24,8
completely,1.6551470191826265,12,4
sure,1.6543128818619035,9,3
accuracy,1.6543128818619035,9,3
tryouts,1.6543128818619035,9,3
creating shots,1.6543128818619035,9,3
complete,1.6543128818619035,9,3
focused,1.6543128818619035,9,3
activity,1.6543128818619035,9,3
constantly,1.6543128818619035,9,3
coast,1.6543128818619035,9,3
9 25,1.6526830069242813,6,2
lateral speed,1.6526830069242813,6,2
fundamental,1.6526830069242813,6,2
anticipates,1.6526830069242813,6,2
reliant,1.6526830069242813,6,2
gains,1.6526830069242813,6,2
georgia,1.6526830069242813,6,2
activity level,1.6526830069242813,6,2
qualities,1.6526830069242813,6,2
iso situations,1.6526830069242813,6,2
physical player,1.6526830069242813,6,2
decisive,1.6526830069242813,6,2
attempted,1.6526830069242813,6,2
successful,1.6526830069242813,6,2
past 2,1.6526830069242813,6,2
help defense,1.6526830069242813,6,2
spends,1.6526830069242813,6,2
interest,1.6526830069242813,6,2
intense,1.6526830069242813,6,2
scrimmages,1.6526830069242813,6,2
anyone,1.6526830069242813,6,2
best player,1.6526830069242813,6,2
big games,1.6526830069242813,6,2
exceptional,1.6526830069242813,6,2
last two,1.6526830069242813,6,2
concerning,1.6526830069242813,6,2
wcc,1.6526830069242813,6,2
help side,1.6526830069242813,6,2
excellent size,1.6526830069242813,6,2
possession,1.6526830069242813,6,2
eligible,1.6526830069242813,6,2
steal per,1.6526830069242813,6,2
offensive boards,1.6526830069242813,6,2
deceptive,1.6526830069242813,6,2
freshman season,1.5859096316787458,20,7
maker,1.5859096316787458,20,7
crossover,1.5561777594973059,14,5
night,1.5561777594973059,14,5
round pick,1.5309781163998064,22,8
solid athlete,1.5297078911722828,11,4
0 barefoot,1.5297078911722828,11,4
high energy,1.5297078911722828,11,4
clutch,1.5119295488645932,19,7
guard position,1.5119295488645932,19,7
foul trouble,1.4861580270496866,16,6
mental,1.4845705732208678,8,3
gamble,1.4845705732208678,8,3
217,1.4845705732208678,8,3
combine measured,1.4845705732208678,8,3
finishes well,1.4845705732208678,8,3
take advantage,1.4845705732208678,8,3
