Name,draft_year,draft_pick,position,Season,Team,Cl,Pos,Ht,G,FGM,3FG,FT,PTS,PPG,FGA,FG%,3PG,3FGA,3FG%,FTA,FT%,REB,RPG,AST,APG,BLKS,BKPG,ST,STPG,TO,Ratio,Trpl Dbl,Dbl Dbl,MP,MPG,ORebs,DRebs
Sherron Collins,2010,61,Point Guard,2009-2010,Kansas,Sr.,G,5-11,36,185.0,70.0,118.0,558.0,15.5,434.0,42.6,1.9,189.0,37.03703703703704,138.0,85.5,75.0,2.0833333333333335,161.0,4.5,2.0,0.0555555555555555,39.0,1.0833333333333333,85.0,1.89,,,,,8.0,67.0
Andy Rautins,2010,63,Shooting Guard,2009-2010,Syracuse,Sr.,G,6-4,35,130.0,98.0,66.0,424.0,12.114285714285714,297.0,43.77104377104377,2.8,241.0,40.7,81.0,81.48148148148148,118.0,3.371428571428571,171.0,4.9,8.0,0.2285714285714285,69.0,2.0,98.0,1.74,,,,,18.0,100.0
Dexter Pittman,2010,66,Center,2009-2010,Texas,Sr.,C,6-10,34,140.0,0.0,75.0,355.0,10.441176470588236,214.0,65.42056074766356,,0.0,,135.0,55.55555555555556,199.0,5.852941176470588,17.0,0.5,63.0,1.9,12.0,0.3529411764705882,60.0,,,,,,101.0,98.0
Derrick Caracter,2010,71,Power Forward,2009-2010,UTEP,Jr.,F,6-9,27,148.0,4.0,80.0,380.0,14.074074074074074,261.0,56.7,,15.0,26.666666666666668,119.0,67.22689075630252,218.0,8.1,30.0,1.1111111111111112,23.0,0.8518518518518519,26.0,0.9629629629629628,77.0,,,,,,72.0,146.0
Jerome Dyson,2010,72,Shooting Guard,2009-2010,UConn,Sr.,G,6-4,34,195.0,40.0,156.0,586.0,17.2,499.0,39.078156312625254,,137.0,29.197080291970803,218.0,71.55963302752293,146.0,4.294117647058823,144.0,4.2,21.0,0.6176470588235294,44.0,1.2941176470588236,132.0,,,,,,33.0,113.0
Ben Uzoh,2010,78,Point Guard/Shooting Guard,2009-2010,Tulsa,Sr.,G,6-3,35,184.0,49.0,117.0,534.0,15.3,403.0,45.7,,143.0,34.26573426573427,153.0,76.5,163.0,4.6571428571428575,163.0,4.7,26.0,0.7428571428571429,34.0,0.9714285714285714,80.0,2.04,,,,,34.0,129.0
Edwin Ubiles,2010,84,Shooting Guard,2009-2010,Siena,Sr.,F,6-6,30,188.0,29.0,54.0,459.0,15.3,398.0,47.2,,73.0,39.726027397260275,82.0,65.85365853658537,111.0,3.7,67.0,2.2333333333333334,7.0,0.2333333333333333,33.0,1.1,58.0,,,,,,31.0,80.0
Landry Fields,2010,93,Small Forward,2009-2010,Stanford,Sr.,G,6-7,32,248.0,29.0,179.0,704.0,22.0,506.0,49.0,,86.0,33.72093023255814,257.0,69.64980544747081,280.0,8.8,89.0,2.78125,25.0,0.78125,51.0,1.6,83.0,,,,,,81.0,199.0
Derrick Williams,2011,1,Small Forward/Power Forward,2010-2011,Arizona,So.,F,6-8,38,226.0,42.0,247.0,741.0,19.5,380.0,59.5,,7.0,600.0,21.0,1176.190476190476,314.0,8.3,3.0,0.0789473684210526,1.0,0.0263157894736842,3.0,0.0789473684210526,9.0,,,13.0,,,16.0,12.0
Brandon Knight,2011,4,Point Guard/Shooting Guard,2010-2011,Kentucky,Fr.,G,6-3,38,217.0,87.0,136.0,657.0,17.3,513.0,42.3,2.3,2.0,4350.0,171.0,79.5,7.0,0.1842105263157894,159.0,4.2,0.0,0.0,0.0,0.0,4.0,,,,,,1.0,6.0
Jimmer Fredette,2011,8,Point Guard,2010-2011,BYU,Sr.,G,6-2,37,346.0,124.0,252.0,1068.0,28.9,765.0,45.2,3.4,313.0,39.6,282.0,89.4,127.0,3.4324324324324325,160.0,4.3,1.0,0.027027027027027,49.0,1.3243243243243243,131.0,,,,,,24.0,103.0
Tristan Thompson,2011,9,Power Forward,2010-2011,North Texas,Sr.,G,6-5,33,158.0,66.0,211.0,593.0,18.0,344.0,45.93023255813954,2.0,158.0,41.77215189873418,253.0,83.4,105.0,3.1818181818181817,59.0,1.7878787878787878,4.0,0.1212121212121212,24.0,0.7272727272727273,74.0,,,,,,16.0,89.0
Alec Burks,2011,10,Point Guard/Shooting Guard,2010-2011,Colorado,So.,G,6-6,38,251.0,28.0,249.0,779.0,20.5,535.0,46.9,,96.0,29.166666666666668,302.0,82.5,247.0,6.5,112.0,2.9473684210526314,12.0,0.3157894736842105,41.0,1.0789473684210529,99.0,,,,,,91.0,156.0
Klay Thompson,2011,11,Shooting Guard/Small Forward,2010-2011,Washington St.,Jr.,G,6-6,34,240.0,98.0,155.0,733.0,21.6,551.0,43.6,2.9,246.0,39.8,185.0,83.8,178.0,5.235294117647059,127.0,3.7,32.0,0.9411764705882352,56.0,1.6,115.0,,,,,,25.0,153.0
Kemba Walker,2011,12,Point Guard,2010-2011,UConn,Jr.,G,6-1,41,316.0,75.0,258.0,965.0,23.5,739.0,42.8,,227.0,33.03964757709251,315.0,81.9,223.0,5.439024390243903,184.0,4.5,7.0,0.1707317073170731,77.0,1.9,93.0,1.98,1.0,,,,53.0,170.0
Kawhi Leonard,2011,13,Small Forward,2010-2011,San Diego St.,So.,F,6-6,36,211.0,25.0,110.0,557.0,15.5,475.0,44.4,,86.0,29.069767441860463,145.0,75.86206896551724,380.0,10.6,91.0,2.5277777777777777,21.0,0.5833333333333334,51.0,1.4,76.0,,,23.0,,,111.0,269.0
Marcus Morris,2011,14,Small Forward/Power Forward,2010-2011,Kansas,Jr.,F,6-9,38,240.0,26.0,148.0,654.0,17.2,421.0,57.0,,76.0,34.21052631578947,215.0,68.83720930232558,290.0,7.6,62.0,1.631578947368421,24.0,0.631578947368421,32.0,0.8421052631578947,67.0,,,,,,99.0,191.0
Markieff Morris,2011,15,Power Forward,2010-2011,Kansas,Jr.,C,6-10,38,195.0,25.0,103.0,518.0,13.63157894736842,331.0,58.9,,59.0,42.3728813559322,153.0,67.3202614379085,316.0,8.3,53.0,1.394736842105263,43.0,1.1,30.0,0.7894736842105263,78.0,,,13.0,,,103.0,213.0
Jordan Hamilton,2011,16,Shooting Guard/Small Forward,2010-2011,Texas,So.,G,6-7,36,243.0,90.0,95.0,671.0,18.6,552.0,44.0,2.5,234.0,38.5,122.0,77.9,276.0,7.7,76.0,2.111111111111111,23.0,0.6388888888888888,31.0,0.8611111111111112,77.0,,,,,,72.0,204.0
Tobias Harris,2011,17,Small Forward/Power Forward,2010-2011,Tennessee,Fr.,F,6-8,34,185.0,23.0,128.0,521.0,15.3,402.0,46.0,,76.0,30.26315789473684,170.0,75.29411764705883,247.0,7.3,44.0,1.2941176470588236,29.0,0.8529411764705882,24.0,0.7058823529411765,62.0,,,,,,67.0,180.0
Tyler Honeycutt,2011,18,Shooting Guard/Small Forward,2010-2011,UCLA,So.,F,6-8,33,144.0,55.0,78.0,421.0,12.757575757575758,355.0,40.563380281690144,,152.0,36.18421052631579,106.0,73.58490566037736,238.0,7.2,93.0,2.8181818181818183,67.0,2.0,29.0,0.8787878787878788,100.0,,,,,,50.0,188.0
Chris Singleton,2011,19,Small Forward/Power Forward,2010-2011,Florida St.,Jr.,F,6-9,28,122.0,33.0,84.0,361.0,12.892857142857142,274.0,44.52554744525548,,91.0,36.26373626373626,126.0,66.66666666666667,191.0,6.8,31.0,1.1071428571428572,41.0,1.5,55.0,2.0,58.0,,1.0,,,,52.0,127.0
Marshon Brooks,2011,20,Shooting Guard,2010-2011,Providence,Sr.,F,6-5,32,276.0,67.0,169.0,788.0,24.6,571.0,48.3,2.1,197.0,34.01015228426396,219.0,77.2,225.0,7.0,80.0,2.5,39.0,1.2,48.0,1.5,98.0,,,,,,72.0,153.0
Kenneth Faried,2011,22,Power Forward,2010-2011,Morehead St.,Sr.,C,6-8,35,233.0,0.0,139.0,605.0,17.3,374.0,62.3,,0.0,,237.0,58.64978902953587,508.0,14.5,36.0,1.0285714285714285,82.0,2.3,67.0,1.9,87.0,,,29.0,,,190.0,283.0
Darius Morris,2011,23,Point Guard,2010-2011,Michigan,So.,G,6-4,35,201.0,16.0,108.0,526.0,15.0,411.0,48.9,,64.0,25.0,151.0,71.52317880794702,139.0,3.971428571428571,235.0,6.7,1.0,0.0285714285714285,36.0,1.0285714285714285,103.0,2.28,1.0,,,,31.0,108.0
Justin Harper,2011,26,Power Forward,2010-2011,Richmond,Sr.,F,6-10,37,245.0,77.0,94.0,661.0,17.9,459.0,53.4,2.1,172.0,44.76744186046512,118.0,79.7,256.0,6.9,43.0,1.162162162162162,46.0,1.2,23.0,0.6216216216216216,56.0,,,,,,62.0,194.0
Nikola Vucevic,2011,28,Center,2010-2011,Southern California,Jr.,F,6-10,34,215.0,29.0,123.0,582.0,17.1,426.0,50.5,,83.0,34.93975903614458,163.0,75.4601226993865,350.0,10.3,54.0,1.588235294117647,47.0,1.4,18.0,0.5294117647058824,58.0,,,22.0,,,97.0,253.0
Norris Cole,2011,29,Point Guard,2010-2011,Cleveland St.,Sr.,G,6-2,36,251.0,51.0,227.0,780.0,21.7,572.0,43.9,,149.0,34.22818791946309,266.0,85.3,210.0,5.833333333333333,191.0,5.3,3.0,0.0833333333333333,80.0,2.2,97.0,1.97,,,,,27.0,183.0
Kyle Singler,2011,30,Small Forward,2010-2011,Duke,Sr.,F,6-8,37,219.0,62.0,125.0,625.0,16.9,509.0,43.0,,193.0,32.12435233160622,155.0,80.6,253.0,6.8,60.0,1.6216216216216215,12.0,0.3243243243243243,34.0,0.918918918918919,70.0,,,,,,88.0,165.0
Shelvin Mack,2011,33,Point Guard/Shooting Guard,2010-2011,Butler,Jr.,G,6-3,38,201.0,87.0,120.0,609.0,16.0,493.0,40.8,2.3,246.0,35.36585365853659,156.0,76.9,170.0,4.473684210526316,131.0,3.4,3.0,0.0789473684210526,30.0,0.7894736842105263,93.0,1.41,,,,,27.0,143.0
Nolan Smith,2011,34,Point Guard/Shooting Guard,2010-2011,Duke,Sr.,G,6-2,37,260.0,57.0,187.0,764.0,20.6,568.0,45.8,,163.0,34.969325153374236,230.0,81.3,166.0,4.486486486486487,189.0,5.1,3.0,0.081081081081081,45.0,1.2162162162162162,118.0,1.6,,,,,44.0,122.0
Reggie Jackson,2011,35,Point Guard/Shooting Guard,2010-2011,Boston College,Jr.,G,6-3,34,219.0,71.0,109.0,618.0,18.2,435.0,50.3,2.1,169.0,42.01183431952663,137.0,79.6,146.0,4.294117647058823,152.0,4.5,18.0,0.5294117647058824,36.0,1.0588235294117647,81.0,1.88,,,,,35.0,111.0
Chandler Parsons,2011,36,Small Forward,2010-2011,Florida,Sr.,F,6-10,36,155.0,43.0,54.0,407.0,11.305555555555555,323.0,47.98761609907121,,117.0,36.75213675213675,97.0,55.670103092783506,279.0,7.8,136.0,3.8,15.0,0.4166666666666667,34.0,0.9444444444444444,81.0,1.68,,,,,74.0,205.0
Travis Leslie,2011,37,Shooting Guard/Small Forward,2010-2011,Georgia,Jr.,G,6-4,33,177.0,13.0,109.0,476.0,14.4,360.0,49.2,,43.0,30.232558139534884,136.0,80.1,237.0,7.2,97.0,2.939393939393939,20.0,0.6060606060606061,40.0,1.2121212121212122,71.0,,,,,,106.0,131.0
Jon Leuer,2011,38,Power Forward,2010-2011,Wisconsin,Sr.,F,6-10,34,227.0,54.0,113.0,621.0,18.3,483.0,47.0,,146.0,36.986301369863014,134.0,84.3,246.0,7.2,56.0,1.6470588235294117,30.0,0.8823529411764706,17.0,0.5,54.0,,,,,,57.0,189.0
Malcolm Lee,2011,39,Point Guard/Shooting Guard,2010-2011,UCLA,Jr.,G,6-5,33,141.0,39.0,112.0,433.0,13.12121212121212,323.0,43.65325077399381,,132.0,29.545454545454547,144.0,77.8,101.0,3.060606060606061,67.0,2.0303030303030303,7.0,0.2121212121212121,22.0,0.6666666666666666,56.0,,,,,,23.0,78.0
Jordan Williams,2011,41,Power Forward,2010-2011,Maryland,So.,C,6-10,33,213.0,0.0,131.0,557.0,16.9,396.0,53.8,,0.0,,228.0,57.45614035087719,388.0,11.8,21.0,0.6363636363636364,45.0,1.4,23.0,0.696969696969697,53.0,,,25.0,,,121.0,267.0
Cory Joseph,2011,42,Point Guard,2010-2011,Texas,Fr.,G,6-3,36,136.0,52.0,51.0,375.0,10.416666666666666,322.0,42.2360248447205,,126.0,41.26984126984127,73.0,69.86301369863014,128.0,3.5555555555555554,109.0,3.0277777777777777,11.0,0.3055555555555556,37.0,1.0277777777777777,54.0,2.02,,,,,23.0,105.0
Iman Shumpert,2011,43,Point Guard/Shooting Guard,2010-2011,Georgia Tech,Jr.,G,6-5,31,177.0,42.0,141.0,537.0,17.3,436.0,40.6,,151.0,27.814569536423843,175.0,80.6,184.0,5.935483870967742,108.0,3.5,6.0,0.1935483870967742,85.0,2.7,72.0,1.5,1.0,,,,54.0,130.0
Andrew Goudelock,2011,44,Point Guard/Shooting Guard,2010-2011,Col. of Charleston,Sr.,G,6-2,37,318.0,131.0,110.0,877.0,23.7,699.0,45.5,3.5,322.0,40.7,134.0,82.1,143.0,3.864864864864865,157.0,4.2,7.0,0.1891891891891892,33.0,0.8918918918918919,119.0,,,,,,25.0,118.0
Keith Benson,2011,45,Center,2010-2011,Oakland,Sr.,C,6-11,35,231.0,9.0,157.0,628.0,17.9,422.0,54.7,,22.0,40.90909090909091,236.0,66.52542372881356,354.0,10.1,36.0,1.0285714285714285,127.0,3.6,27.0,0.7714285714285715,65.0,,,20.0,,,87.0,257.0
Charles Jenkins,2011,46,Point Guard/Shooting Guard,2010-2011,Hofstra,Sr.,G,6-3,33,249.0,66.0,182.0,746.0,22.6,482.0,51.7,2.0,152.0,43.421052631578945,221.0,82.4,103.0,3.121212121212121,158.0,4.8,20.0,0.6060606060606061,57.0,1.7,73.0,2.16,,,,,16.0,87.0
Jimmy Butler,2011,50,Small Forward,2010-2011,Marquette,Sr.,G,6-6,37,187.0,20.0,188.0,582.0,15.7,382.0,49.0,,58.0,34.48275862068966,240.0,78.3,225.0,6.081081081081081,86.0,2.324324324324324,13.0,0.3513513513513513,53.0,1.4,54.0,,,,,,90.0,135.0
Malcolm Thomas,2011,51,Power Forward,2010-2011,San Diego St.,Sr.,F,6-9,37,158.0,2.0,104.0,422.0,11.405405405405403,295.0,53.559322033898304,,12.0,16.666666666666668,162.0,64.19753086419753,301.0,8.1,84.0,2.27027027027027,75.0,2.0,18.0,0.4864864864864865,77.0,,,,,,108.0,193.0
Julyan Stone,2011,54,Point Guard,2010-2011,UTEP,Sr.,G,6-7,35,103.0,13.0,78.0,297.0,8.485714285714286,202.0,50.99009900990099,,51.0,25.49019607843137,139.0,56.115107913669064,261.0,7.5,184.0,5.3,21.0,0.6,52.0,1.5,65.0,2.83,,,,,41.0,220.0
Diante Garrett,2011,67,Point Guard,2010-2011,Iowa St.,Sr.,G,6-4,32,214.0,59.0,66.0,553.0,17.3,518.0,41.3,,185.0,31.89189189189189,80.0,82.5,119.0,3.71875,195.0,6.1,7.0,0.21875,55.0,1.7,106.0,1.84,,,,,12.0,107.0
Vernon Macklin,2011,68,Power Forward,2010-2011,Florida,Sr.,C,6-10,37,191.0,0.0,46.0,428.0,11.567567567567568,322.0,59.3,,0.0,,102.0,45.09803921568628,199.0,5.378378378378378,30.0,0.8108108108108109,26.0,0.7027027027027027,13.0,0.3513513513513513,63.0,,,,,,82.0,117.0
Xavier Silas,2011,70,Shooting Guard,2010-2011,NIU,Sr.,G,6-5,26,178.0,52.0,171.0,579.0,22.3,388.0,45.9,2.0,117.0,44.44444444444444,201.0,85.1,115.0,4.423076923076923,47.0,1.8076923076923077,7.0,0.2692307692307692,30.0,1.1538461538461535,101.0,,,,,,21.0,94.0
Chris Wright,2011,71,Small Forward/Power Forward,2010-2011,Dayton,Sr.,F,6-8,36,179.0,5.0,111.0,474.0,13.166666666666666,390.0,45.8974358974359,,22.0,22.727272727272727,185.0,60.0,301.0,8.4,66.0,1.8333333333333333,51.0,1.4,28.0,0.7777777777777778,102.0,,,,,,83.0,218.0
Scotty Hopson,2011,77,Shooting Guard/Small Forward,2010-2011,Tennessee,Jr.,G,6-7,32,188.0,53.0,114.0,543.0,17.0,416.0,45.2,,141.0,37.5886524822695,155.0,73.54838709677419,107.0,3.34375,41.0,1.28125,5.0,0.15625,26.0,0.8125,89.0,,,,,,28.0,79.0
Ben Hansbrough,2011,85,Point Guard/Shooting Guard,2010-2011,Notre Dame,Sr.,G,6-3,34,194.0,87.0,150.0,625.0,18.4,405.0,47.9,2.6,200.0,43.5,184.0,81.5,131.0,3.852941176470588,145.0,4.3,4.0,0.1176470588235294,41.0,1.2058823529411764,81.0,1.79,,,,,25.0,106.0
Lavoy Allen,2011,88,Power Forward,2010-2011,Temple,Sr.,F,6-9,33,154.0,5.0,69.0,382.0,11.575757575757576,321.0,47.97507788161994,,17.0,29.41176470588235,99.0,69.6969696969697,283.0,8.6,75.0,2.272727272727273,61.0,1.8,23.0,0.696969696969697,54.0,,,13.0,,,88.0,195.0
Cory Higgins,2011,93,Point Guard/Shooting Guard,2010-2011,Colorado,Sr.,G,6-5,38,200.0,36.0,174.0,610.0,16.1,461.0,43.4,,106.0,33.9622641509434,201.0,86.6,124.0,3.263157894736842,94.0,2.473684210526316,14.0,0.3684210526315789,37.0,0.9736842105263158,80.0,,,,,,31.0,93.0
Anthony Davis,2012,1,Power Forward,2011-2012,Kentucky,Fr.,F,6-10,40,210.0,3.0,144.0,567.0,14.2,337.0,62.3,,20.0,15.0,203.0,70.93596059113301,415.0,10.4,50.0,1.25,186.0,4.65,54.0,1.35,41.0,,,20.0,,,119.0,296.0
Andre Drummond,2012,2,Power Forward/Center,2011-2012,UConn,Fr.,C,6-10,34,157.0,0.0,26.0,340.0,10.0,292.0,53.76712328767123,,2.0,0.0,88.0,29.545454545454547,257.0,7.6,15.0,0.4411764705882353,92.0,2.71,28.0,0.8235294117647058,52.0,,,,,,114.0,143.0
Harrison Barnes,2012,3,Small Forward,2011-2012,North Carolina,So.,F,6-8,38,229.0,49.0,141.0,648.0,17.1,521.0,44.0,,137.0,35.76642335766423,195.0,72.3076923076923,198.0,5.2105263157894735,43.0,1.131578947368421,13.0,0.3421052631578947,41.0,1.0789473684210529,74.0,,,,,,74.0,124.0
Bradley Beal,2012,4,Shooting Guard,2011-2012,Florida,Fr.,G,6-3,37,175.0,63.0,133.0,546.0,14.8,393.0,44.529262086513995,,186.0,33.87096774193548,173.0,76.9,249.0,6.7,83.0,2.243243243243243,31.0,0.8378378378378378,51.0,1.38,79.0,,,,,,50.0,199.0
Jeremy Lamb,2012,5,Shooting Guard,2011-2012,UConn,So.,G,6-5,34,217.0,71.0,98.0,603.0,17.7,454.0,47.8,2.09,211.0,33.649289099526065,121.0,81.0,166.0,4.882352941176471,58.0,1.7058823529411764,21.0,0.6176470588235294,42.0,1.2352941176470589,68.0,,,,,,32.0,134.0
Thomas Robinson,2012,6,Power Forward,2011-2012,Kansas,Jr.,F,6-9,39,261.0,7.0,163.0,692.0,17.7,517.0,50.5,,14.0,50.0,227.0,71.80616740088105,463.0,11.9,71.0,1.8205128205128205,33.0,0.8461538461538461,40.0,1.0256410256410255,101.0,,,27.0,,,109.0,336.0
Damian Lillard,2012,7,Point Guard,2011-2012,Weber St.,Jr.,G,6-2,32,231.0,94.0,228.0,784.0,24.5,495.0,46.7,2.94,230.0,40.9,257.0,88.7,156.0,4.875,128.0,4.0,7.0,0.21875,47.0,1.47,74.0,1.73,,,,,17.0,139.0
Michael Kidd-Gilchrist,2012,8,Small Forward,2011-2012,Kentucky,Fr.,F,6-7,40,160.0,13.0,143.0,476.0,11.9,326.0,49.079754601226995,,51.0,25.49019607843137,192.0,74.47916666666667,297.0,7.4,75.0,1.875,37.0,0.925,39.0,0.975,87.0,,,,,,103.0,194.0
Terrence Ross,2012,9,Shooting Guard/Small Forward,2011-2012,Washington,So.,G,6-6,35,215.0,72.0,72.0,574.0,16.4,470.0,45.7,2.06,194.0,37.11340206185567,93.0,77.41935483870968,225.0,6.4,49.0,1.4,33.0,0.9428571428571428,44.0,1.2571428571428571,70.0,,,,,,48.0,177.0
Austin Rivers,2012,10,Shooting Guard,2011-2012,Duke,Fr.,G,6-4,34,174.0,58.0,121.0,527.0,15.5,402.0,43.3,,159.0,36.477987421383645,184.0,65.76086956521739,115.0,3.3823529411764706,71.0,2.088235294117647,1.0,0.0294117647058823,33.0,0.9705882352941176,79.0,,,,,,21.0,94.0
Meyers Leonard,2012,11,Center,2011-2012,Illinois,So.,C,7-0,32,170.0,1.0,93.0,434.0,13.5625,291.0,58.4,,11.0,9.090909090909092,127.0,73.22834645669292,262.0,8.2,43.0,1.34375,60.0,1.88,15.0,0.46875,68.0,,,,,,73.0,189.0
Tyler Zeller,2012,12,Power Forward/Center,2011-2012,North Carolina,Sr.,F,7-0,38,220.0,0.0,181.0,621.0,16.3,398.0,55.3,,0.0,,224.0,80.8,365.0,9.6,36.0,0.9473684210526316,58.0,1.53,34.0,0.8947368421052632,73.0,,,14.0,,,146.0,219.0
Kendall Marshall,2012,13,Point Guard,2011-2012,North Carolina,So.,G,6-4,36,105.0,28.0,55.0,293.0,8.13888888888889,225.0,46.666666666666664,,79.0,35.44303797468354,79.0,69.62025316455696,94.0,2.611111111111111,351.0,9.8,6.0,0.1666666666666666,43.0,1.1944444444444444,101.0,3.48,,,,,6.0,88.0
Moe Harkless,2012,14,Small Forward,2011-2012,St. John's (NY),Fr.,F,6-8,32,193.0,17.0,94.0,497.0,15.5,427.0,45.2,,79.0,21.518987341772153,139.0,67.62589928057554,276.0,8.6,47.0,1.46875,45.0,1.41,51.0,1.59,80.0,,,,,,88.0,188.0
Andrew Nicholson,2012,15,Power Forward,2011-2012,St. Bonaventure,Sr.,F,6-9,32,220.0,23.0,128.0,591.0,18.5,385.0,57.1,,53.0,43.39622641509434,165.0,77.6,269.0,8.4,33.0,1.03125,63.0,1.97,21.0,0.65625,80.0,,,,,,83.0,186.0
Arnett Moultrie,2012,16,Power Forward,2011-2012,Mississippi St.,Jr.,F,6-11,30,180.0,8.0,124.0,492.0,16.4,328.0,54.9,,18.0,44.44444444444444,159.0,78.0,314.0,10.5,35.0,1.1666666666666667,23.0,0.7666666666666667,25.0,0.8333333333333334,73.0,,,18.0,,,110.0,204.0
Dion Waiters,2012,17,Shooting Guard,2011-2012,Syracuse,So.,G,6-4,37,170.0,41.0,86.0,467.0,12.62162162162162,357.0,47.61904761904762,,113.0,36.283185840707965,118.0,72.88135593220339,85.0,2.297297297297298,92.0,2.4864864864864864,12.0,0.3243243243243243,67.0,1.81,48.0,,,,,,18.0,67.0
Jared Sullinger,2012,19,Power Forward,2011-2012,Ohio St.,So.,F,6-9,37,228.0,16.0,175.0,647.0,17.5,439.0,51.9,,40.0,40.0,228.0,76.8,340.0,9.2,46.0,1.2432432432432432,39.0,1.05,43.0,1.162162162162162,71.0,,,17.0,,,116.0,224.0
John Henson,2012,20,Power Forward,2011-2012,North Carolina,Jr.,F,6-11,35,205.0,0.0,69.0,479.0,13.685714285714283,410.0,50.0,,0.0,,135.0,51.111111111111114,348.0,9.9,44.0,1.2571428571428571,101.0,2.89,20.0,0.5714285714285714,45.0,,,18.0,,,89.0,259.0
Terrence Jones,2012,21,Small Forward/Power Forward,2011-2012,Kentucky,So.,F,6-9,38,177.0,16.0,99.0,469.0,12.342105263157896,354.0,50.0,,49.0,32.6530612244898,158.0,62.65822784810127,272.0,7.2,51.0,1.3421052631578947,68.0,1.79,49.0,1.2894736842105263,62.0,,,,,,96.0,176.0
Marquis Teague,2012,22,Point Guard,2011-2012,Kentucky,Fr.,G,6-2,40,145.0,26.0,85.0,401.0,10.025,352.0,41.19318181818182,,80.0,32.5,119.0,71.42857142857143,101.0,2.525,191.0,4.8,10.0,0.25,37.0,0.925,109.0,1.75,,,,,17.0,84.0
Royce White,2012,23,Small Forward,2011-2012,Iowa St.,So.,F,6-8,34,175.0,4.0,102.0,456.0,13.411764705882351,328.0,53.4,,12.0,33.333333333333336,205.0,49.75609756097561,316.0,9.3,170.0,5.0,32.0,0.9411764705882352,40.0,1.1764705882352942,130.0,1.31,1.0,,,,85.0,231.0
John Jenkins,2012,24,Shooting Guard,2011-2012,Vanderbilt,Jr.,G,6-3,35,217.0,134.0,128.0,696.0,19.9,458.0,47.4,3.83,305.0,43.9,153.0,83.7,101.0,2.8857142857142857,42.0,1.2,11.0,0.3142857142857143,29.0,0.8285714285714286,55.0,,,,,,16.0,85.0
Doron Lamb,2012,25,Shooting Guard,2011-2012,Kentucky,So.,G,6-4,40,175.0,76.0,123.0,549.0,13.725,369.0,47.42547425474255,1.9,163.0,46.625766871165645,149.0,82.6,108.0,2.7,60.0,1.5,2.0,0.05,19.0,0.475,44.0,,,,,,15.0,93.0
Quincy Miller,2012,26,Small Forward,2011-2012,Baylor,Fr.,F,6-9,37,137.0,24.0,93.0,390.0,10.54054054054054,305.0,44.91803278688525,,67.0,35.82089552238806,114.0,81.6,177.0,4.783783783783784,49.0,1.3243243243243243,22.0,0.5945945945945946,23.0,0.6216216216216216,64.0,,,,,,54.0,123.0
Will Barton,2012,27,Shooting Guard/Small Forward,2011-2012,Memphis,So.,G,6-6,35,230.0,37.0,134.0,631.0,18.0,452.0,50.9,,107.0,34.57943925233645,179.0,74.86033519553072,279.0,8.0,101.0,2.8857142857142857,25.0,0.7142857142857143,50.0,1.43,75.0,,,,,,70.0,209.0
Tony Wroten,2012,29,Point Guard/Shooting Guard,2011-2012,Washington,Fr.,G,6-5,35,198.0,9.0,154.0,559.0,16.0,447.0,44.3,,56.0,16.071428571428573,264.0,58.333333333333336,176.0,5.0285714285714285,129.0,3.7,13.0,0.3714285714285714,66.0,1.89,132.0,,,,,,80.0,96.0
Jeffery Taylor,2012,30,Small Forward,2011-2012,Vanderbilt,Sr.,F,6-7,36,210.0,66.0,95.0,581.0,16.1,426.0,49.3,,156.0,42.30769230769231,157.0,60.50955414012739,200.0,5.555555555555555,62.0,1.7222222222222223,16.0,0.4444444444444444,46.0,1.2777777777777777,79.0,,,,,,77.0,123.0
Fab Melo,2012,31,Center,2011-2012,Syracuse,So.,C,7-0,30,98.0,0.0,38.0,234.0,7.8,173.0,56.64739884393064,,0.0,,60.0,63.333333333333336,175.0,5.833333333333333,21.0,0.7,88.0,2.93,15.0,0.5,43.0,,,,,,80.0,95.0
Jared Cunningham,2012,32,Shooting Guard,2011-2012,Oregon St.,Jr.,G,6-4,36,198.0,50.0,199.0,645.0,17.9,440.0,45.0,,146.0,34.24657534246575,263.0,75.66539923954373,135.0,3.75,100.0,2.7777777777777777,15.0,0.4166666666666667,91.0,2.53,102.0,,,,,,36.0,99.0
Draymond Green,2012,34,Small Forward/Power Forward,2011-2012,Michigan St.,Sr.,F,6-7,37,212.0,52.0,125.0,601.0,16.2,472.0,44.9,,134.0,38.80597014925373,173.0,72.25433526011561,394.0,10.6,141.0,3.8,36.0,0.972972972972973,54.0,1.46,112.0,,1.0,22.0,,,79.0,314.0
Kris Joseph,2012,38,Small Forward,2011-2012,Syracuse,Sr.,F,6-7,37,164.0,51.0,117.0,496.0,13.405405405405403,390.0,42.05128205128205,,148.0,34.45945945945946,157.0,74.52229299363057,174.0,4.702702702702703,56.0,1.5135135135135136,23.0,0.6216216216216216,50.0,1.35,55.0,,,,,,56.0,118.0
Kevin Murphy,2012,39,Shooting Guard,2011-2012,Tennessee Tech,Sr.,F,6-6,33,239.0,79.0,124.0,681.0,20.6,538.0,44.4,2.39,181.0,43.646408839779006,159.0,77.9874213836478,165.0,5.0,72.0,2.1818181818181817,7.0,0.2121212121212121,25.0,0.7575757575757576,104.0,,,,,,27.0,138.0
